id,message
565691,"7055:You cannot use the credit recharge service within 5.00 minutes of last successful transaction."
565693,"تم شحن خطك بمبلغ28.60ج بنجاح. رصيدك الحالى  36.88ج ."
565695,"7055:You cannot use the credit recharge service within 5.00 minutes of last successful transaction."
565697,"تم شحن خطك بمبلغ71.50ج بنجاح. تم خصم 36.00 ج رسوم خدمه سلفني رصيد , رصيدك الحالى  16.86ج ."
565699,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565701,"سعر تونة دولفين المفتت أخضر ب 423ج بدلا من 430ج 
أطلبها دلوقتى"
565703,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565705,"تم اضافة 4 جنيه لرصيدك متضمنة جنيه تكلفة الخدمة و سيتم خصم هذه القيمة مع أول شحنة. مازال يمكن استخدام الخدمة 14 مرات لحين التسديد القيمة المستحقة."
565707,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565709,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565711,"72 ساعه ببلاش ليك انت من اورنج هديه فوري!
مع خدمة المطبخ

كلم #78# ببلاش
واستمتع باحلى الاكلات و الوصفات
مع خدمة المطبخ من اورنج

بعد الـ72 ساعه بـ50 قرش لليوم
كلم #78# ببلاش
و متضيعش الفرصة"
565713,"سيتم تجديد اشتراكك في نظام Premium ٢‎٥‎ وخدمات اورنچ في ٨‎/٢‎٥‎ مقابل ٢‎٥‎ جم"
565715,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565717,"ستبدأ فترة السماح بعد ٢ أيام. ولن يمكنك إجراء المكالمات برجاء الشحن الآن"
565719,"سيتم وقف الخدمة عن خطك بعد ٢ أيام. برجاء الشحن الآن"
565721,"سيتم تجديد باقة بريميم 25 بعد 48 ساعة برجاء التأكد من وجود رصيد كافى للتجديد"
565723,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565725,"تم اضافة 4 جنيه لرصيدك متضمنة جنيه تكلفة الخدمة و سيتم خصم هذه القيمة مع أول شحنة. مازال يمكن استخدام الخدمة 15 مرات لحين التسديد القيمة المستحقة."
565727,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565729,"إفتح شوف أجدد المنتجات وليك 2 % على إجمالى الفاتورة لحد 28/8 لما تطلب 
1) 75ج ديتول
أو 
2) 75ج من فئة الصابون
أطلب دلوقتى على التطبيق"
565731,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565733,"*جالك 10 دقائق هدية من اورنج*
اطلب #٩٣# عشان تكسبهم ببلاش!

الكرة المصرية رجعت وهتستمتع بكل الاخبار واستوديوهات تحليلية مع حريف الدوري!
كمان كسبت ٣ أيام ببلاش بعد كده٢جنيه لليوم!اطلب #93# ببلاش!"
565735,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565737,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565739,"تم اضافة 4 جنيه لرصيدك متضمنة جنيه تكلفة الخدمة و سيتم خصم هذه القيمة مع أول شحنة. مازال يمكن استخدام الخدمة 16 مرات لحين التسديد القيمة المستحقة."
565741,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565743,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565745,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565747,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565749,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565751,"تم اضافة 4 جنيه لرصيدك متضمنة جنيه تكلفة الخدمة و سيتم خصم هذه القيمة مع أول شحنة. مازال يمكن استخدام الخدمة 17 مرات لحين التسديد القيمة المستحقة."
565753,"*مبروك عليك كسبت هديةفورية*
١٠دقائق لارقام أورنچ لمرةواحدة
 اطلب#25#ببلاش
*جوائز كتير*
كسبت١٠دقائق هديةفورية
اعرف الإفيةواكسب جائزةمليون جنيةمع خدمةحريف أفلام!
٣أيام ببلاش بعدها٢جنيةلليوم!اطلب#25#ببلاش"
565755,"بنفكرك بعرض الأسبوع !
 2 % على إجمالى الفاتورة  ل21/8 لما تطلب 
1) 75ج رشيدي  الميزان
أو
2)  سباركل
أطلب دلوقتى من التطبيق"
565757,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565759,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565763,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565765,"سيتم تجديد اشتراكك في نظام Premium ٢‎٥‎ وخدمات اورنچ في ٨‎/٢‎٥‎ مقابل ٢‎٥‎ جم"
565767,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565769,"تم اضافة 4 جنيه لرصيدك متضمنة جنيه تكلفة الخدمة و سيتم خصم هذه القيمة مع أول شحنة. مازال يمكن استخدام الخدمة 18 مرات لحين التسديد القيمة المستحقة."
565771,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565773,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565775,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565777,"ليك هدية فورية 72 ساعة ببلاش من اورنج!
يلا كلم #91# مجانا وخد هديتك

>مش بس كده<
خليك فى البيت
وتابع كل الجديد عن الفناين و اعمالهم مع خدمة الشاشة

متنساش!
ليك 72 ساعة ببلاش مع خدمة الشاشة
بعدين بـ 75 قرش لليوم
كلم #91# ببلاش حالا ، ومتضيعش الفرصة"
565779,"*جالك 10 دقائق هدية من اورنج*
اطلب #٩٣# عشان تكسبهم ببلاش!

الكرة المصرية رجعت وهتستمتع بكل الاخبار واستوديوهات تحليلية مع حريف الدوري!
كمان كسبت ٣ أيام ببلاش بعد كده٢جنيه لليوم!اطلب #93# ببلاش!"
565781,"حاليا على iRead App الكتب الأكثر مبيعاً في 2020 وهتوصلك ب15ج ولفترة محدودة أي 5 كتب من قسم Special Offers ب 250ج، حمل التطبيق bit.ly/2L2CTTR"
565783,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565785,"إفتح شوف أخر الأسعار وليك 2 % على إجمالى الفاتورة لحد 21/8 لما تطلب 
1) 75ج رشيدي  الميزان
أو
2)  سباركل
أطلب دلوقتى على التطبيق"
565787,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565789,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565791,"تم اضافة 4 جنيه لرصيدك متضمنة جنيه تكلفة الخدمة و سيتم خصم هذه القيمة مع أول شحنة. مازال يمكن استخدام الخدمة 19 مرات لحين التسديد القيمة المستحقة."
565793,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565795,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565797,"ابويا سلام انافتحت محل علافه وعطاره ومحتاج مساعده من قدسك في شراء البضاعه وهسددها علي دفعات هل في امكانيه لكده اسف لتعبك مجدي هلال"
565799,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565803,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565805,"تم اضافة 4 جنيه لرصيدك متضمنة جنيه تكلفة الخدمة و سيتم خصم هذه القيمة مع أول شحنة. مازال يمكن استخدام الخدمة 20 مرات لحين التسديد القيمة المستحقة."
565807,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565809,"اورنچ 100X100: مبروك - هدية مجانيه!

انت كسبت العرض المضمون !
كلم #26# ببلاش واكسب العرض من اورنچ 100X100 قبل ما يخلص!

كلم #26# ببلاش واشترك وتقدر تكسب 250,000 جنيه كاش كمان!

يلا بسرعة!
أول يوم ببلاش بعد كده 2 جنيه في اليوم - كلم #26#"
565811,"*مبروك عليك كسبت هديةفورية*
١٠دقائق لارقام أورنچ لمرةواحدة
 اطلب#25#ببلاش
*جوائز كتير*
كسبت١٠دقائق هديةفورية
اعرف الإفيةواكسب جائزةمليون جنيةمع خدمةحريف أفلام!
٣أيام ببلاش بعدها٢جنيةلليوم!اطلب#25#ببلاش"
565813,"انضم لاكبر مجتمع للتدريبات و البرامج التعلمية للشباب  بشهادات معتمدة دوليا انضم من خلال  www.eyouthegypt.com"
565815,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565817,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565819,"تم اضافة 4 جنيه لرصيدك متضمنة جنيه تكلفة الخدمة و سيتم خصم هذه القيمة مع أول شحنة. مازال يمكن استخدام الخدمة 21 مرات لحين التسديد القيمة المستحقة."
565821,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565823,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565825,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565827,"1% على إجمالى الفاتورة لحد 14/8 لما تطلب 
1) سونى أو فيليبس
أو
2) 100 ج أدوات حلاقة
أو
3) 100ج ريحانة  
أو
4) 100ج ويفر
أطلب من التطبيق أوكلمنا على 15425"
565829,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565831,"تم اضافة 4 جنيه لرصيدك متضمنة جنيه تكلفة الخدمة و سيتم خصم هذه القيمة مع أول شحنة. مازال يمكن استخدام الخدمة 22 مرات لحين التسديد القيمة المستحقة."
565833,"*مبروك رقمك كسب 10دقائق بدون مقابل هدية من اورنچ*
اطلب#93# ببلاش علشان تكسب الهدية وتتتكلم 10 دقائق ببلاش لأرقام اورنچ!

كمان كسبت 3 أيام ببلاش مع حريف الدوري بعد كده٢جنيه لليوم!اطلب #93# ببلاش!"
565835,"72 ساعه ببلاش ليك انت من اورنج هديه فورية  !
مع خدمة المطبخ

كلم #78# ببلاش حالا
واستمتع باحلى الاكلات و الوصفات من كل بلاد العالم
مع خدمة المطبخ من اورنج

متنساش!
ليك 72 ساعه ببلاش
بعدين 50 قرش يوميا

يلا كلم #78# ببلاش حالا
و متضيعش الفرصة"
565837,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565839,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565841,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565843,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565845,"اشترك في خدمة ستاتس و قرب من اللي حواليك. ابعت 6 و جرب الخدمة اسبوع ببلاش و بعد كدة ب  ب3.99 ج/ش بس.

اطلب #012# ببلاش واشحن علشان تكسب اضعاف شحنتك دقائق وميجابايتس وهدايا تانية كتير"
565847,"*مبروك عليك كسبت هديةفورية*
١٠دقائق لارقام أورنچ لمرةواحدة
 اطلب#25#ببلاش
*جوائز كتير*
كسبت١٠دقائق هديةفورية
اعرف الإفيةواكسب جائزةمليون جنيةمع خدمةحريف أفلام!
٣أيام ببلاش بعدها٢جنيةلليوم!اطلب#25#ببلاش"
565849,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565851,"رمز الاستخدام الأحادي لحساب Microsoft: 7154955"
565853,"Microsoft: تم تغيير كلمة مرور **********30. ليس أنت؟ https://account.live.com/pw"
565855,"رمز الاستخدام الأحادي لحساب Microsoft: 4627399"
565857,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565859,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565861,"مساء الخير ياقدس ابونا
اسف لتعبك"
565863,"بنفكرك بأهداف شهر أغسطس !  ليك 1% على إجمالى مسحوباتك فى شهر أغسطس لما تحقق طلبيات بقيمة 15000 ج  !"
565865,"بنفكرك بعرض الأسبوع 
2% خصم على إجمالى الفاتورة  لما تطلب ب
1)  الساعة
أو 
2) 75ج ويفر
على التطبيق لحد 7 أغسطس ! أطلب دلوقتى و تابع عروض مكسب"
565867,"لاول مرة من اورنچ و كوكاكولا، هتكسب 500 ميجابايتس ببلاش .اشرب كوكاكولا و ابعت الكود اللى تحت غطا الازازة على #الكود*5# و استمتع بهديتك، وكمان بعد كده هتكسب ١٠٠ ميجا فى كل ازازة"
565869,"*مبروك العيدية كسبت ١٠ دقائق ببلاش هدية من اورنچ*
اطلب#93# مجانا علشان تاخد العيدية وتتكلم ١٠ دقائق ببلاش لأرقام اورنچ!

كمان كسبت 3 أيام مجانا مع حريف الدوري بعد كده٢جنيه لليوم!اطلب #93# ببلاش!"
565871,"لتكميل اعاده ادخال الرقم السري ,من فضلك ادخل الرقم التفعيلي 01449."
565873,"لتكميل اعاده ادخال الرقم السري ,من فضلك ادخل الرقم التفعيلي 61915."
565875,"2% خصم على إجمالى الفاتورة  لما تطلب ب 
1)  الساعة
أو 
2) 75ج ويفر
على التطبيق لحد 7 أغسطس ! أطلب دلوقتى و تابع خصوماتنا الأسبوعية"
565877,"*مبروك عليك كسبت هديةفورية*
١٠دقائق لارقام أورنچ لمرةواحدة
 اطلب#25#ببلاش
*جوائز كتير*
كسبت١٠دقائق هديةفورية
اعرف الإفيةواكسب جائزةمليون جنيةمع خدمةحريف أفلام!
٣أيام ببلاش بعدها٢جنيةلليوم!اطلب#25#ببلاش"
565883,"دلوقتى نزل أغنية (مش هنسلم مش هنبوس) كول تون ب 5 جنيه/شهر. ابعت 41"
565885,"كل سنة و أنتم طيبين! برجاء العلم أنه اليوم الأربعاء أخر يوم لتوصيل الطلبيات!  وسوف نستكمل التوصيل إبتدأ من  يوم الأثنين 3 أغسطس"
565887,"لا يمكنني الرد على الهاتف حالياً. يرجى معاودة الاتصال لاحقاً."
565889,"الشروط والأحكام : 
1) الأهداف مخصوصة ليك و بس
2) تحقيق الهدف وهو مسحوبات بإجمالى 15000 ج  شرط أساسى 
3) الأهداف يتم أحتسابها على الطلبيات التي تم استلامها
4) الحافزيطبق على أول طلبية في الشهر الجديد"
565891,"أهداف شهر أغسطس نزلت !  ليك 1% على إجمالى مسحوباتك فى شهر أغسطس لما تحقق طلبيات بقيمة 15000 ج  !"
565893,"72 ساعة ببلاش هدية فورية ليك انت من اورنج
مع خدمة حازم امام

كلم #14* ببلاش وخد هديتك 

مش بس كده 
اعرف كل جديد عن حازم
وتابع تحليل لاهم المباريات المحلية و العالمية

متنساش!
72 ساعة ببلاش بعدين جنيه لليوم

كلم #14* ببلاش حالا"
565895,"سعيد الحظ كسب 250,000 جنيه في رمضان مع اورنج
كلم حالا #52# ببلاش
وفرصة تكسب جوائز بـ50,000 جنيه فى عيد الاضحى

وهدية فورية 72 ساعة ببلاش مع خدمة الباقة الدينية 
وعيش كأنك في الحرم واستمتع بتكبيرات العيد
متنساش 72 ساعه ببلاش بعدين 50 قرش يوميا 
كلم #52# ببلاش"
565897,"تم تجديد باقة Premium ٢‎٥‎  ونفذت دقائق الباقة السابقة"
565899,"تم تجديد باقة بريميم 25 . لديك الآن 90 دقيقه لأي شبكه، 1200 دقيقه  و 200 ميجابايت"
565901,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565903,"بريل ٦٠٠ جرام ب ١٣٥،٥ ج بدلا من ١٣٨ج ! أطلبه دلوقتي بأقل حد أدنى للطلبية في السوق"
565905,"دلوقتى نزل أغنية (قهوة الناضي) ل اليسا كول تون ب 5 جنيه/شهر. ابعت 2"
565907,"*مبروك رقمك كسب 10دقائق بدون مقابل هدية من اورنچ*
اطلب#93# ببلاش علشان تكسب الهدية وتتتكلم 10 دقائق ببلاش لأرقام اورنچ!

كمان كسبت 3 أيام ببلاش مع حريف الدوري بعد كده٢جنيه لليوم!اطلب #93# ببلاش!"
565909,"اشرف الشبكه مش شغاله
اسف"
565911,"Recharging of EGP 10.01 is successful. Your new balance is EGP 30.66. Enjoy 2GB once you change your SIM to 4G with your same number, for free from any Orange shop. Call #4# to check if you SIM supports 4G."
565913,"تم شحن خطك بمبلغ10.01ج بنجاح. رصيدك الحالى  30.66ج ."
565915,"سيتم تجديد اشتراكك في نظام Premium ٢‎٥‎ وخدمات اورنچ في ٧‎/٢‎٨‎ مقابل ٢‎٥‎ جم"
565917,"*مبروك عليك كسبت هديةفورية*
١٠دقائق لارقام أورنچ لمرةواحدة
 اطلب#25#ببلاش
*جوائز كتير*
كسبت١٠دقائق هديةفورية
اعرف الإفيةواكسب جائزةمليون جنيةمع خدمةحريف أفلام!
٣أيام ببلاش بعدها٢جنيةلليوم!اطلب#25#ببلاش"
565919,"ستبدأ فترة السماح بعد ٢ أيام. ولن يمكنك إجراء المكالمات برجاء الشحن الآن"
565921,"سيتم وقف الخدمة عن خطك بعد ٢ أيام. برجاء الشحن الآن"
565923,"سيتم تجديد باقة بريميم 25 بعد 48 ساعة برجاء التأكد من وجود رصيد كافى للتجديد"
565925,"عرض جديد !
 ٢% على إجمالى الفاتورة لما تطلب ب
1 )  250ج الملكة
أو 
2) 200ج الرشيدي الميزان
على التطبيق لحد 31 يوليو ! أطلب دلوقتى و تابع خصوماتنا الأسبوعية"
565927,"دلوقتى نزل أغنية ( للشمس ) ل لطيفة كول تون ب 5 جنيه/شهر. ابعت 6"
565929,""الحلم من MBC: أمل، مفاجآت و 100,000$ - هذا هو الصيف مع الحلم!

ممكن تربح 100,000$ لحلمك وتخلي صيفك أحلى!
بالإضافة لجوائز نهاية الأسبوع الصيفية بـ 10,000$ لـ5 رابحين بـ5 أسابيع!

أرسل هيا لـ95458


5 جنيه مصري/الرسالة""
565931,"Recharging of EGP 71.50 is successful. Your new balance is EGP 31.67. Enjoy 2GB once you change your SIM to 4G with your same number, for free from any Orange shop. Call #4# to check if you SIM supports 4G."
565933,"تم شحن خطك بمبلغ71.50ج بنجاح. تم خصم 20.00 ج رسوم خدمه سلفني رصيد , رصيدك الحالى  31.67ج ."
565935,"أجازة العيد قربت وعاوز كتب جديدة تقراها! أطلبها من iRead وهنوصلهالك بـ 5ج وكمان في خصم على مجموعة من الكتب 25%، نزل الابلكيشن bit.ly/32l6dfI"
565937,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565939,"تم اضافة 4 جنيه لرصيدك متضمنة جنيه تكلفة الخدمة و سيتم خصم هذه القيمة مع أول شحنة. مازال يمكن استخدام الخدمة 18 مرات لحين التسديد القيمة المستحقة."
565941,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565943,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565945,"سأعاود الاتصال بك لاحقاً."
565947,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565949,"تم اضافة 4 جنيه لرصيدك متضمنة جنيه تكلفة الخدمة و سيتم خصم هذه القيمة مع أول شحنة. مازال يمكن استخدام الخدمة 19 مرات لحين التسديد القيمة المستحقة."
565951,"سيتم تجديد اشتراكك في نظام Premium ٢‎٥‎ وخدمات اورنچ في ٧‎/٢‎٨‎ مقابل ٢‎٥‎ جم"
565953,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565955,"ليك 72 ساعة ببلاش هدية فورية من اورنج
كلم #86# ببلاش وخد هديتك 


*مبروك عليك*
72 ساعة ببلاش من خدمة " مع حكيم"

>مش بس كده<
هتعرف كل جديد عن حكيم قبل اى حد
واسمع البوم حكيم الجديد وانت في بيتك


72 ساعة ببلاش بعدين 75 قرش لليوم
كلم #86# ببلاش"
565957,"طلبيتك هتوصلك النهاردة  إعتبارا من الساعة 1 ظهرا و حتى 7 مساء 
شكرا لطلبك من مكسب"
565959,"Now with Salefny Credit service, you can borrow EGP 4 including EGP 1 service fees. Dial #8#"
565961,"تم اضافة 4 جنيه لرصيدك متضمنة جنيه تكلفة الخدمة و سيتم خصم هذه القيمة مع أول شحنة. مازال يمكن استخدام الخدمة 20 مرات لحين التسديد القيمة المستحقة."
